"Notes"	"Year"	"Year Code"	"State"	"State Code"	Births	Total Population	Birth Rate	Female Population	Fertility Rate	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"2011"	"2011"	"New Mexico"	"35"	27289	2082224	13.11	399996	68.22	3193.08	26.40	38.68	38.54
	"2011"	"2011"	"New York"	"36"	241312	19465197	12.40	4032314	59.84	3263.00	29.12	38.76	38.63
	"2011"	"2011"	"North Carolina"	"37"	120389	9656401	12.47	1958279	61.48	3258.93	27.38	38.69	38.49
	"2011"	"2011"	"North Dakota"	"38"	9527	683932	13.93	131653	72.36	3360.03	27.40	38.73	38.58
	"2011"	"2011"	"Ohio"	"39"	137918	11544951	11.95	2220842	62.10	3259.45	27.32	38.57	38.43
	"2011"	"2011"	"Oklahoma"	"40"	52272	3791508	13.79	742805	70.37	3252.74	26.22	38.48	38.29
	"2011"	"2011"	"Oregon"	"41"	45155	3871859	11.66	759672	59.44	3366.63	28.22	38.95	38.86
	"2011"	"2011"	"Pennsylvania"	"42"	143178	12742886	11.24	2433256	58.84	3281.33	28.07	38.71	38.58
	"2011"	"2011"	"Rhode Island"	"44"	10960	1051302	10.43	212646	51.54	3296.71	28.49	38.80	38.61
	"2011"	"2011"	"South Carolina"	"45"	57393	4679230	12.27	928427	61.82	3207.54	26.81	38.39	38.26
	"2011"	"2011"	"South Dakota"	"46"	11846	824082	14.37	153643	77.10	3338.17	27.24	38.66	38.73
	"2011"	"2011"	"Tennessee"	"47"	79588	6403353	12.43	1277212	62.31	3228.98	26.68	38.44	38.31
	"2011"	"2011"	"Texas"	"48"	377445	25674681	14.70	5406935	69.81	3231.45	27.08	38.43	38.31
	"2011"	"2011"	"Utah"	"49"	51223	2817222	18.18	612671	83.61	3267.86	27.84	38.58	38.41
	"2011"	"2011"	"Vermont"	"50"	6078	626431	9.70	117349	51.79	3371.58	28.40	39.10	38.91
	"2011"	"2011"	"Virginia"	"51"	102652	8096604	12.68	1659020	61.88	3278.40	28.48	38.76	38.53
	"2011"	"2011"	"Washington"	"53"	86976	6830038	12.73	1366450	63.65	3367.29	28.38	38.89	38.76
	"2011"	"2011"	"West Virginia"	"54"	20717	1855364	11.17	341245	60.71	3228.90	26.19	38.54	38.34
	"2011"	"2011"	"Wisconsin"	"55"	67810	5711767	11.87	1093583	62.01	3324.60	28.01	38.74	38.57
	"2011"	"2011"	"Wyoming"	"56"	7399	568158	13.02	107091	69.09	3199.06	26.75	38.74	38.50
"Total"	"2011"	"2011"			3953590	311591917	12.69	62517048	63.24	3265.96	27.85	38.62	38.49
	"2012"	"2012"	"Alabama"	"01"	58448	4822023	12.12	959003	60.95	3194.35	26.51	38.37	38.21
	"2012"	"2012"	"Alaska"	"02"	11187	731449	15.29	147310	75.94	3405.21	27.52	38.89	38.73
	"2012"	"2012"	"Arizona"	"04"	86441	6553255	13.19	1281057	67.48	3292.47	27.42	38.63	38.50
	"2012"	"2012"	"Arkansas"	"05"	38347	2949131	13.00	572675	66.96	3236.33	26.16	38.49	38.35
	"2012"	"2012"	"California"	"06"	503755	38041430	13.24	7959596	63.29	3301.04	28.79	38.75	38.63
	"2012"	"2012"	"Colorado"	"08"	65187	5187582	12.57	1050616	62.05	3199.59	28.56	38.74	38.63
	"2012"	"2012"	"Connecticut"	"09"	36539	3590347	10.18	686665	53.21	3293.37	29.51	38.77	38.57
	"2012"	"2012"	"Delaware"	"10"	11023	917092	12.02	179542	61.40	3285.67	28.05	38.78	38.54
	"2012"	"2012"	"District of Columbia"	"11"	9399	632323	14.86	170060	55.27	3219.47	29.19	38.69	38.59
	"2012"	"2012"	"Florida"	"12"	213148	19317568	11.03	3612609	59.00	3241.15	27.96	38.51	38.37
	"2012"	"2012"	"Georgia"	"13"	130280	9919945	13.13	2088555	62.38	3216.86	27.48	38.41	38.33
	"2012"	"2012"	"Hawaii"	"15"	18980	1392313	13.63	265029	71.61	3242.52	28.60	38.84	38.54
	"2012"	"2012"	"Idaho"	"16"	22963	1595728	14.39	309836	74.11	3311.32	27.27	38.75	38.62
	"2012"	"2012"	"Illinois"	"17"	159160	12875255	12.36	2613073	60.91	3276.76	28.44	38.63	38.45
	"2012"	"2012"	"Indiana"	"18"	83227	6537334	12.73	1286576	64.69	3281.29	27.03	38.64	38.52
	"2012"	"2012"	"Iowa"	"19"	38702	3074186	12.59	579691	66.76	3349.08	27.65	38.70	38.57
	"2012"	"2012"	"Kansas"	"20"	40341	2885905	13.98	557854	72.31	3297.70	27.30	38.60	38.53
	"2012"	"2012"	"Kentucky"	"21"	55758	4380415	12.73	851982	65.45	3260.48	26.60	38.51	38.27
	"2012"	"2012"	"Louisiana"	"22"	62642	4601893	13.61	934760	67.01	3163.54	26.45	38.24	38.11
	"2012"	"2012"	"Maine"	"23"	12798	1329192	9.63	237226	53.95	3369.66	27.98	39.07	38.84
	"2012"	"2012"	"Maryland"	"24"	72883	5884563	12.39	1198632	60.81	3258.70	28.99	38.61	38.47
	"2012"	"2012"	"Massachusetts"	"25"	72439	6646144	10.90	1353528	53.52	3319.75	29.95	38.85	38.73
	"2012"	"2012"	"Michigan"	"26"	113091	9883360	11.44	1896731	59.62	3283.99	27.64	38.70	38.52
	"2012"	"2012"	"Minnesota"	"27"	68772	5379139	12.78	1046298	65.73	3355.78	28.81	38.87	38.72
	"2012"	"2012"	"Mississippi"	"28"	38669	2984926	12.95	602305	64.20	3129.18	25.90	38.10	37.97
	"2012"	"2012"	"Missouri"	"29"	75446	6021988	12.53	1172699	64.34	3282.88	27.21	38.64	38.45
	"2012"	"2012"	"Montana"	"30"	12118	1005141	12.06	181884	66.62	3289.83	27.45	38.74	38.60
	"2012"	"2012"	"Nebraska"	"31"	25942	1855525	13.98	358575	72.35	3325.38	27.90	38.66	38.53
	"2012"	"2012"	"Nevada"	"32"	34911	2758931	12.65	554337	62.98	3245.58	27.79	38.57	38.39
	"2012"	"2012"	"New Hampshire"	"33"	12352	1320718	9.35	245727	50.27	3356.07	28.84	38.97	38.82
	"2012"	"2012"	"New Jersey"	"34"	104230	8864590	11.76	1726967	60.35	3262.98	29.73	38.72	38.53
	"2012"	"2012"	"New Mexico"	"35"	27068	2085538	12.98	399200	67.81	3192.31	26.51	38.71	38.53
	"2012"	"2012"	"New York"	"36"	240916	19570261	12.31	4037720	59.67	3266.95	29.25	38.78	38.62
	"2012"	"2012"	"North Carolina"	"37"	119831	9752073	12.29	1963293	61.04	3262.24	27.53	38.76	38.50
	"2012"	"2012"	"North Dakota"	"38"	10106	699628	14.44	135420	74.63	3359.04	27.46	38.73	38.57
	"2012"	"2012"	"Ohio"	"39"	138483	11544225	12.00	2212336	62.60	3261.67	27.38	38.59	38.41
	"2012"	"2012"	"Oklahoma"	"40"	52751	3814820	13.83	747994	70.52	3266.41	26.33	38.50	38.29
	"2012"	"2012"	"Oregon"	"41"	45067	3899353	11.56	763832	59.00	3366.56	28.41	38.97	38.84
	"2012"	"2012"	"Pennsylvania"	"42"	142514	12763536	11.17	2425630	58.75	3286.38	28.18	38.72	38.58
	"2012"	"2012"	"Rhode Island"	"44"	10926	1050292	10.40	211180	51.74	3292.63	28.53	38.80	38.56
	"2012"	"2012"	"South Carolina"	"45"	57155	4723723	12.10	931369	61.37	3218.84	26.95	38.44	38.29
	"2012"	"2012"	"South Dakota"	"46"	12104	833354	14.52	155019	78.08	3352.21	27.28	38.75	38.77
	"2012"	"2012"	"Tennessee"	"47"	80371	6456243	12.45	1283356	62.63	3233.46	26.79	38.47	38.30
	"2012"	"2012"	"Texas"	"48"	382727	26059203	14.69	5476662	69.88	3242.10	27.22	38.47	38.33
	"2012"	"2012"	"Utah"	"49"	51465	2855287	18.02	619413	83.09	3274.05	27.96	38.62	38.44
	"2012"	"2012"	"Vermont"	"50"	6009	626011	9.60	116464	51.60	3374.14	28.43	39.21	38.94
	"2012"	"2012"	"Virginia"	"51"	103013	8185867	12.58	1670773	61.66	3279.37	28.59	38.77	38.52
	"2012"	"2012"	"Washington"	"53"	87463	6897012	12.68	1376835	63.52	3363.93	28.56	38.89	38.73
	"2012"	"2012"	"West Virginia"	"54"	20827	1855413	11.22	339610	61.33	3239.63	26.24	38.57	38.36
	"2012"	"2012"	"Wisconsin"	"55"	67295	5726398	11.75	1088434	61.83	3322.96	28.15	38.74	38.55
	"2012"	"2012"	"Wyoming"	"56"	7572	576412	13.14	108992	69.47	3208.11	26.97	38.67	38.52
"Total"	"2012"	"2012"			3952841	313914040	12.59	62744930	63.00	3270.90	27.98	38.64	38.49
	"2013"	"2013"	"Alabama"	"01"	58167	4833722	12.03	959756	60.61	3198.20	26.67	38.31	38.23
	"2013"	"2013"	"Alaska"	"02"	11446	735132	15.57	147110	77.81	3409.09	27.65	38.85	38.68
	"2013"	"2013"	"Arizona"	"04"	85600	6626624	12.92	1290612	66.33	3293.42	27.56	38.64	38.53
	"2013"	"2013"	"Arkansas"	"05"	37832	2959373	12.78	574203	65.89	3239.16	26.28	38.52	38.40
	"2013"	"2013"	"California"	"06"	494705	38332521	12.91	7982855	61.97	3296.30	29.01	38.74	38.63
	"2013"	"2013"	"Colorado"	"08"	65007	5268367	12.34	1065777	60.99	3199.58	28.72	38.72	38.68
	"2013"	"2013"	"Connecticut"	"09"	36085	3596080	10.03	684995	52.68	3290.63	29.67	38.77	38.60
	"2013"	"2013"	"Delaware"	"10"	10831	925749	11.70	179522	60.33	3278.93	28.14	38.67	38.59
	"2013"	"2013"	"District of Columbia"	"11"	9288	646449	14.37	174288	53.29	3224.54	29.54	38.62	38.55
	"2013"	"2013"	"Florida"	"12"	215407	19552860	11.02	3634590	59.27	3243.87	28.19	38.51	38.40
	"2013"	"2013"	"Georgia"	"13"	128748	9992167	12.88	2089387	61.62	3219.42	27.66	38.40	38.35
	"2013"	"2013"	"Hawaii"	"15"	18987	1404054	13.52	265474	71.52	3240.63	28.73	38.78	38.49
	"2013"	"2013"	"Idaho"	"16"	22383	1612136	13.88	311712	71.81	3306.44	27.47	38.72	38.60
	"2013"	"2013"	"Illinois"	"17"	156931	12882135	12.18	2603359	60.28	3278.23	28.65	38.63	38.46
	"2013"	"2013"	"Indiana"	"18"	83102	6570902	12.65	1292138	64.31	3282.29	27.20	38.63	38.52
	"2013"	"2013"	"Iowa"	"19"	39094	3090416	12.65	582884	67.07	3353.47	27.80	38.71	38.61
	"2013"	"2013"	"Kansas"	"20"	38839	2893957	13.42	558538	69.54	3307.25	27.52	38.63	38.57
	"2013"	"2013"	"Kentucky"	"21"	55686	4395295	12.67	852992	65.28	3262.58	26.75	38.56	38.31
	"2013"	"2013"	"Louisiana"	"22"	63201	4625470	13.66	938719	67.33	3162.11	26.67	38.23	38.13
	"2013"	"2013"	"Maine"	"23"	12776	1328302	9.62	234970	54.37	3358.01	28.17	39.05	38.83
	"2013"	"2013"	"Maryland"	"24"	71953	5928814	12.14	1197064	60.11	3264.36	29.14	38.61	38.49
	"2013"	"2013"	"Massachusetts"	"25"	71788	6692824	10.73	1358679	52.84	3313.65	30.21	38.85	38.73
	"2013"	"2013"	"Michigan"	"26"	113489	9895622	11.47	1890426	60.03	3284.80	27.80	38.70	38.54
	"2013"	"2013"	"Minnesota"	"27"	69159	5420380	12.76	1049636	65.89	3364.55	28.98	38.93	38.74
	"2013"	"2013"	"Mississippi"	"28"	38634	2991207	12.92	601690	64.21	3140.25	26.07	38.18	38.03
	"2013"	"2013"	"Missouri"	"29"	75296	6044171	12.46	1174457	64.11	3284.08	27.37	38.69	38.49
	"2013"	"2013"	"Montana"	"30"	12377	1015165	12.19	184153	67.21	3298.19	27.53	38.79	38.65
	"2013"	"2013"	"Nebraska"	"31"	26095	1868516	13.97	361532	72.18	3332.52	27.99	38.69	38.58
	"2013"	"2013"	"Nevada"	"32"	35030	2790136	12.55	557449	62.84	3244.12	27.96	38.62	38.46
	"2013"	"2013"	"New Hampshire"	"33"	12396	1323459	9.37	244043	50.79	3354.01	29.09	39.00	38.84
	"2013"	"2013"	"New Jersey"	"34"	102575	8899339	11.53	1721051	59.60	3263.35	29.88	38.68	38.54
	"2013"	"2013"	"New Mexico"	"35"	26354	2085287	12.64	398793	66.08	3183.03	26.61	38.66	38.52
	"2013"	"2013"	"New York"	"36"	236980	19651127	12.06	4033125	58.76	3271.28	29.42	38.77	38.65
	"2013"	"2013"	"North Carolina"	"37"	119002	9848060	12.08	1971639	60.36	3263.91	27.71	38.78	38.52
	"2013"	"2013"	"North Dakota"	"38"	10599	723393	14.65	140687	75.34	3361.44	27.65	38.79	38.65
	"2013"	"2013"	"Ohio"	"39"	138936	11570808	12.01	2214152	62.75	3266.24	27.58	38.60	38.43
	"2013"	"2013"	"Oklahoma"	"40"	53369	3850568	13.86	756016	70.59	3270.07	26.56	38.52	38.32
	"2013"	"2013"	"Oregon"	"41"	45155	3930065	11.49	770514	58.60	3364.03	28.56	38.96	38.83
	"2013"	"2013"	"Pennsylvania"	"42"	140921	12773801	11.03	2414538	58.36	3286.64	28.38	38.73	38.61
	"2013"	"2013"	"Rhode Island"	"44"	10809	1051511	10.28	209672	51.55	3306.33	28.87	38.84	38.64
	"2013"	"2013"	"South Carolina"	"45"	56795	4774839	11.89	936748	60.63	3223.71	27.22	38.43	38.32
	"2013"	"2013"	"South Dakota"	"46"	12248	844877	14.50	156851	78.09	3356.94	27.54	38.77	38.73
	"2013"	"2013"	"Tennessee"	"47"	79992	6495978	12.31	1287200	62.14	3236.96	27.01	38.46	38.33
	"2013"	"2013"	"Texas"	"48"	387340	26448193	14.65	5543584	69.87	3241.03	27.37	38.47	38.35
	"2013"	"2013"	"Utah"	"49"	50957	2900872	17.57	629778	80.91	3275.87	28.12	38.63	38.46
	"2013"	"2013"	"Vermont"	"50"	5975	626630	9.54	116335	51.36	3376.92	28.76	39.19	38.93
	"2013"	"2013"	"Virginia"	"51"	102147	8260405	12.37	1676517	60.93	3284.32	28.77	38.79	38.54
	"2013"	"2013"	"Washington"	"53"	86577	6971406	12.42	1383781	62.57	3357.44	28.76	38.90	38.75
	"2013"	"2013"	"West Virginia"	"54"	20825	1854304	11.23	338651	61.49	3242.21	26.33	38.57	38.38
	"2013"	"2013"	"Wisconsin"	"55"	66649	5742713	11.61	1086889	61.32	3326.71	28.34	38.77	38.59
	"2013"	"2013"	"Wyoming"	"56"	7644	582658	13.12	110241	69.34	3197.37	27.09	38.64	38.49
"Total"	"2013"	"2013"			3932181	316128839	12.44	62939772	62.48	3271.65	28.16	38.65	38.51
	"2014"	"2014"	"Alabama"	"01"	59422	4849377	12.25	961109	61.83	3201.96	26.89	38.32	38.26
	"2014"	"2014"	"Alaska"	"02"	11392	736732	15.46	147302	77.34	3405.08	27.72	38.87	38.70
	"2014"	"2014"	"Arizona"	"04"	86887	6731484	12.91	1308000	66.43	3291.31	27.78	38.61	38.54
	"2014"	"2014"	"Arkansas"	"05"	38511	2966369	12.98	574772	67.00	3236.66	26.51	38.70	38.39
	"2014"	"2014"	"California"	"06"	502879	38802500	12.96	8061479	62.38	3296.47	29.24	38.73	38.64
	"2014"	"2014"	"Colorado"	"08"	65830	5355866	12.29	1084623	60.69	3202.80	28.88	38.73	38.69
	"2014"	"2014"	"Connecticut"	"09"	36285	3596677	10.09	684158	53.04	3296.68	29.84	38.81	38.62
	"2014"	"2014"	"Delaware"	"10"	10972	935614	11.73	180400	60.82	3265.74	28.43	38.59	38.53
	"2014"	"2014"	"District of Columbia"	"11"	9509	658893	14.43	177568	53.55	3220.80	29.73	38.66	38.64
	"2014"	"2014"	"Florida"	"12"	219991	19893297	11.06	3687140	59.66	3243.77	28.37	38.56	38.42
	"2014"	"2014"	"Georgia"	"13"	130946	10097343	12.97	2104573	62.22	3219.59	27.87	38.50	38.35
	"2014"	"2014"	"Hawaii"	"15"	18550	1419561	13.07	267712	69.29	3237.37	28.95	38.81	38.50
	"2014"	"2014"	"Idaho"	"16"	22876	1634464	14.00	314852	72.66	3313.90	27.59	38.78	38.66
	"2014"	"2014"	"Illinois"	"17"	158556	12880580	12.31	2596483	61.07	3276.35	28.80	38.62	38.45
	"2014"	"2014"	"Indiana"	"18"	84080	6596855	12.75	1295431	64.91	3287.02	27.39	38.64	38.53
	"2014"	"2014"	"Iowa"	"19"	39687	3107126	12.77	585645	67.77	3355.05	27.98	38.68	38.59
	"2014"	"2014"	"Kansas"	"20"	39223	2904021	13.51	560331	70.00	3311.27	27.70	38.58	38.55
	"2014"	"2014"	"Kentucky"	"21"	56170	4413457	12.73	853601	65.80	3264.97	26.91	38.56	38.32
	"2014"	"2014"	"Louisiana"	"22"	64497	4649676	13.87	942656	68.42	3177.15	26.89	38.30	38.16
	"2014"	"2014"	"Maine"	"23"	12698	1330089	9.55	233832	54.30	3347.45	28.37	39.01	38.79
	"2014"	"2014"	"Maryland"	"24"	73921	5976407	12.37	1201916	61.50	3263.49	29.38	38.61	38.49
	"2014"	"2014"	"Massachusetts"	"25"	71908	6745408	10.66	1369202	52.52	3316.76	30.31	38.86	38.74
	"2014"	"2014"	"Michigan"	"26"	114375	9909877	11.54	1887778	60.59	3284.78	27.99	38.68	38.57
	"2014"	"2014"	"Minnesota"	"27"	69904	5457173	12.81	1053340	66.36	3357.51	29.15	38.91	38.72
	"2014"	"2014"	"Mississippi"	"28"	38736	2994079	12.94	601260	64.42	3149.78	26.25	38.22	38.07
	"2014"	"2014"	"Missouri"	"29"	75360	6063589	12.43	1176158	64.07	3289.49	27.55	38.64	38.49
	"2014"	"2014"	"Montana"	"30"	12432	1023579	12.15	185661	66.96	3286.78	27.83	38.70	38.61
	"2014"	"2014"	"Nebraska"	"31"	26794	1881503	14.24	364075	73.59	3331.59	28.25	38.68	38.54
	"2014"	"2014"	"Nevada"	"32"	35861	2839099	12.63	566250	63.33	3233.51	28.10	38.61	38.42
	"2014"	"2014"	"New Hampshire"	"33"	12302	1326813	9.27	243625	50.50	3357.68	29.12	39.01	38.83
	"2014"	"2014"	"New Jersey"	"34"	103305	8938175	11.56	1723218	59.95	3266.78	30.05	38.71	38.56
	"2014"	"2014"	"New Mexico"	"35"	26052	2085572	12.49	397580	65.53	3194.57	26.89	38.69	38.54
	"2014"	"2014"	"New York"	"36"	238773	19746227	12.09	4045782	59.02	3273.03	29.58	38.78	38.66
	"2014"	"2014"	"North Carolina"	"37"	120975	9943964	12.17	1982894	61.01	3261.52	27.91	38.80	38.54
	"2014"	"2014"	"North Dakota"	"38"	11359	739482	15.36	144130	78.81	3355.76	27.81	38.79	38.64
	"2014"	"2014"	"Ohio"	"39"	139467	11594163	12.03	2211573	63.06	3266.98	27.76	38.61	38.42
	"2014"	"2014"	"Oklahoma"	"40"	53339	3878051	13.75	762653	69.94	3273.97	26.77	38.49	38.34
	"2014"	"2014"	"Oregon"	"41"	45556	3970239	11.47	776108	58.70	3362.00	28.75	38.95	38.82
	"2014"	"2014"	"Pennsylvania"	"42"	142268	12787209	11.13	2407045	59.10	3286.35	28.55	38.78	38.61
	"2014"	"2014"	"Rhode Island"	"44"	10823	1055173	10.26	210111	51.51	3303.31	28.90	38.80	38.61
	"2014"	"2014"	"South Carolina"	"45"	57627	4832482	11.92	943512	61.08	3230.65	27.43	38.47	38.35
	"2014"	"2014"	"South Dakota"	"46"	12283	853175	14.40	157896	77.79	3343.32	27.78	38.77	38.66
	"2014"	"2014"	"Tennessee"	"47"	81602	6549352	12.46	1295676	62.98	3241.50	27.19	38.47	38.35
	"2014"	"2014"	"Texas"	"48"	399766	26956958	14.83	5654684	70.70	3244.30	27.57	38.47	38.35
	"2014"	"2014"	"Utah"	"49"	51154	2942902	17.38	639388	80.00	3275.07	28.25	38.62	38.45
	"2014"	"2014"	"Vermont"	"50"	6130	626562	9.78	115981	52.85	3343.13	28.88	39.07	38.86
	"2014"	"2014"	"Virginia"	"51"	103300	8326289	12.41	1684103	61.34	3286.50	28.99	38.79	38.56
	"2014"	"2014"	"Washington"	"53"	88585	7061530	12.54	1398464	63.34	3360.78	28.92	38.92	38.77
	"2014"	"2014"	"West Virginia"	"54"	20301	1850326	10.97	336741	60.29	3250.18	26.55	38.58	38.39
	"2014"	"2014"	"Wisconsin"	"55"	67161	5757564	11.66	1087273	61.77	3326.83	28.47	38.78	38.58
	"2014"	"2014"	"Wyoming"	"56"	7696	584153	13.17	110821	69.45	3193.01	27.19	38.63	38.40
"Total"	"2014"	"2014"			3988076	318857056	12.51	63356565	62.95	3272.77	28.35	38.65	38.51
	"2015"	"2015"	"Alabama"	"01"	59657	4858979	12.28	958981	62.21	3197.72	27.03	38.33	38.24
	"2015"	"2015"	"Alaska"	"02"	11282	738432	15.28	146514	77.00	3401.84	27.94	38.86	38.68
	"2015"	"2015"	"Arizona"	"04"	85351	6828065	12.50	1319880	64.67	3289.47	27.92	38.62	38.54
	"2015"	"2015"	"Arkansas"	"05"	38886	2978204	13.06	576460	67.46	3233.52	26.64	38.53	38.33
	"2015"	"2015"	"California"	"06"	491748	39144818	12.56	8084612	60.83	3290.40	29.43	38.72	38.63
	"2015"	"2015"	"Colorado"	"08"	66581	5456574	12.20	1106534	60.17	3202.46	29.03	38.70	38.67
	"2015"	"2015"	"Connecticut"	"09"	35746	3590886	9.95	680629	52.52	3286.41	30.02	38.78	38.59
	"2015"	"2015"	"Delaware"	"10"	11166	945934	11.80	180812	61.75	3248.45	28.67	38.50	38.46
	"2015"	"2015"	"District of Columbia"	"11"	9578	672228	14.25	181381	52.81	3208.47	30.02	38.63	38.59
	"2015"	"2015"	"Florida"	"12"	224269	20271272	11.06	3740217	59.96	3244.02	28.57	38.58	38.42
	"2015"	"2015"	"Georgia"	"13"	131404	10214860	12.86	2119884	61.99	3216.01	28.01	38.55	38.33
	"2015"	"2015"	"Hawaii"	"15"	18420	1431603	12.87	268188	68.68	3235.19	29.12	38.79	38.47
	"2015"	"2015"	"Idaho"	"16"	22827	1654930	13.79	317807	71.83	3307.13	27.78	38.75	38.64
	"2015"	"2015"	"Illinois"	"17"	158116	12859995	12.30	2577634	61.34	3274.21	28.93	38.61	38.44
	"2015"	"2015"	"Indiana"	"18"	84040	6619680	12.70	1296510	64.82	3287.23	27.50	38.61	38.52
	"2015"	"2015"	"Iowa"	"19"	39482	3123899	12.64	588384	67.10	3358.59	28.18	38.72	38.60
	"2015"	"2015"	"Kansas"	"20"	39154	2911641	13.45	560142	69.90	3311.49	27.82	38.54	38.56
	"2015"	"2015"	"Kentucky"	"21"	55971	4425092	12.65	851631	65.72	3266.79	27.05	38.58	38.34
	"2015"	"2015"	"Louisiana"	"22"	64692	4670724	13.85	943958	68.53	3176.38	27.06	38.32	38.15
	"2015"	"2015"	"Maine"	"23"	12607	1329328	9.48	232112	54.31	3361.47	28.47	38.99	38.77
	"2015"	"2015"	"Maryland"	"24"	73616	6006401	12.26	1200564	61.32	3263.60	29.49	38.63	38.48
	"2015"	"2015"	"Massachusetts"	"25"	71492	6794422	10.52	1373958	52.03	3315.04	30.47	38.86	38.72
	"2015"	"2015"	"Michigan"	"26"	113312	9922576	11.42	1880657	60.25	3281.74	28.14	38.68	38.55
	"2015"	"2015"	"Minnesota"	"27"	69834	5489594	12.72	1054063	66.25	3365.94	29.36	38.89	38.72
	"2015"	"2015"	"Mississippi"	"28"	38394	2992333	12.83	599445	64.05	3149.22	26.44	38.21	38.05
	"2015"	"2015"	"Missouri"	"29"	75061	6083672	12.34	1176557	63.80	3281.48	27.70	38.62	38.47
	"2015"	"2015"	"Montana"	"30"	12583	1032949	12.18	186922	67.32	3302.30	27.99	38.80	38.68
	"2015"	"2015"	"Nebraska"	"31"	26679	1896190	14.07	366370	72.82	3321.51	28.39	38.63	38.50
	"2015"	"2015"	"Nevada"	"32"	36298	2890845	12.56	573825	63.26	3226.03	28.21	38.64	38.44
	"2015"	"2015"	"New Hampshire"	"33"	12433	1330608	9.34	242336	51.30	3356.99	29.39	39.02	38.85
	"2015"	"2015"	"New Jersey"	"34"	103127	8958013	11.51	1718587	60.01	3263.67	30.19	38.67	38.53
	"2015"	"2015"	"New Mexico"	"35"	25816	2085109	12.38	395491	65.28	3199.27	27.09	38.65	38.51
	"2015"	"2015"	"New York"	"36"	237274	19795791	11.99	4036145	58.79	3271.04	29.75	38.79	38.67
	"2015"	"2015"	"North Carolina"	"37"	120843	10042802	12.03	1991882	60.67	3252.77	28.06	38.70	38.50
	"2015"	"2015"	"North Dakota"	"38"	11314	756927	14.95	148084	76.40	3351.91	27.95	38.78	38.61
	"2015"	"2015"	"Ohio"	"39"	139264	11613423	11.99	2207849	63.08	3270.45	27.90	38.61	38.43
	"2015"	"2015"	"Oklahoma"	"40"	53122	3911338	13.58	768327	69.14	3276.84	26.99	38.49	38.34
	"2015"	"2015"	"Oregon"	"41"	45655	4028977	11.33	786355	58.06	3356.81	28.90	38.95	38.82
	"2015"	"2015"	"Pennsylvania"	"42"	141047	12802503	11.02	2400883	58.75	3284.27	28.70	38.75	38.60
	"2015"	"2015"	"Rhode Island"	"44"	10993	1056298	10.41	209560	52.46	3297.66	29.22	38.83	38.62
	"2015"	"2015"	"South Carolina"	"45"	58139	4896146	11.87	951940	61.07	3227.00	27.66	38.49	38.34
	"2015"	"2015"	"South Dakota"	"46"	12336	858469	14.37	157806	78.17	3358.43	27.83	38.74	38.68
	"2015"	"2015"	"Tennessee"	"47"	81685	6600299	12.38	1299690	62.85	3241.66	27.34	38.46	38.34
	"2015"	"2015"	"Texas"	"48"	403618	27469114	14.69	5748631	70.21	3241.00	27.75	38.47	38.36
	"2015"	"2015"	"Utah"	"49"	50778	2995919	16.95	651344	77.96	3274.37	28.38	38.61	38.44
	"2015"	"2015"	"Vermont"	"50"	5903	626042	9.43	115598	51.06	3361.88	29.13	39.14	38.94
	"2015"	"2015"	"Virginia"	"51"	103303	8382993	12.32	1684883	61.31	3286.11	29.10	38.75	38.55
	"2015"	"2015"	"Washington"	"53"	88990	7170351	12.41	1417209	62.79	3353.27	29.15	38.92	38.76
	"2015"	"2015"	"West Virginia"	"54"	19805	1844128	10.74	333468	59.39	3245.58	26.75	38.53	38.31
	"2015"	"2015"	"Wisconsin"	"55"	67041	5771337	11.62	1085396	61.77	3323.72	28.66	38.76	38.56
	"2015"	"2015"	"Wyoming"	"56"	7765	586107	13.25	110670	70.16	3202.06	27.47	38.74	38.51
"Total"	"2015"	"2015"			3978497	321418820	12.38	63606765	62.55	3270.18	28.51	38.65	38.51
	"2016"	"2016"	"Alabama"	"01"	59151	4863300	12.16	952796	62.08	3192.66	27.18	38.33	38.20
	"2016"	"2016"	"Alaska"	"02"	11209	741894	15.11	147371	76.06	3399.40	28.13	38.82	38.66
	"2016"	"2016"	"Arizona"	"04"	84520	6931071	12.19	1330368	63.53	3283.64	28.06	38.63	38.52
	"2016"	"2016"	"Arkansas"	"05"	38274	2988248	12.81	576758	66.36	3246.22	26.76	38.55	38.33
	"2016"	"2016"	"California"	"06"	488827	39250017	12.45	8062336	60.63	3291.74	29.62	38.72	38.62
	"2016"	"2016"	"Colorado"	"08"	66613	5540545	12.02	1123134	59.31	3197.91	29.23	38.71	38.65
	"2016"	"2016"	"Connecticut"	"09"	36015	3576452	10.07	674231	53.42	3287.73	30.25	38.73	38.59
	"2016"	"2016"	"Delaware"	"10"	10992	952065	11.55	179716	61.16	3263.60	28.71	38.53	38.49
	"2016"	"2016"	"District of Columbia"	"11"	9858	681170	14.47	183414	53.75	3207.44	30.24	38.62	38.56
	"2016"	"2016"	"Florida"	"12"	225022	20612439	10.92	3771259	59.67	3240.40	28.78	38.56	38.40
	"2016"	"2016"	"Georgia"	"13"	130042	10310371	12.61	2128754	61.09	3206.54	28.16	38.50	38.30
	"2016"	"2016"	"Hawaii"	"15"	18059	1428557	12.64	267210	67.58	3227.76	29.24	38.72	38.44
