"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"1974"	"1974"	"Louisiana"	"22"	33647	3820285	880.7	871.3	890.2
	"1974"	"1974"	"Maine"	"23"	10717	1058587	1012.4	993.2	1031.6
	"1974"	"1974"	"Maryland"	"24"	32965	4125689	799.0	790.4	807.6
	"1974"	"1974"	"Massachusetts"	"25"	55996	5766566	971.0	963.0	979.1
	"1974"	"1974"	"Michigan"	"26"	76249	9097691	838.1	832.2	844.1
	"1974"	"1974"	"Minnesota"	"27"	33500	3893567	860.4	851.2	869.6
	"1974"	"1974"	"Mississippi"	"28"	23153	2379443	973.0	960.5	985.6
	"1974"	"1974"	"Missouri"	"29"	50652	4783368	1058.9	1049.7	1068.1
	"1974"	"1974"	"Montana"	"30"	6558	737705	889.0	867.5	910.5
	"1974"	"1974"	"Nebraska"	"31"	15025	1537423	977.3	961.7	992.9
	"1974"	"1974"	"Nevada"	"32"	4338	596322	727.5	705.8	749.1
	"1974"	"1974"	"New Hampshire"	"33"	7723	815876	946.6	925.5	967.7
	"1974"	"1974"	"New Jersey"	"34"	67160	7325355	916.8	909.9	923.7
	"1974"	"1974"	"New Mexico"	"35"	8030	1130546	710.3	694.7	725.8
	"1974"	"1974"	"New York"	"36"	176959	18054173	980.2	975.6	984.7
	"1974"	"1974"	"North Carolina"	"37"	46278	5458486	847.8	840.1	855.5
	"1974"	"1974"	"North Dakota"	"38"	5766	634087	909.3	885.9	932.8
	"1974"	"1974"	"Ohio"	"39"	99254	10755416	922.8	917.1	928.6
	"1974"	"1974"	"Oklahoma"	"40"	27237	2732842	996.7	984.8	1008.5
	"1974"	"1974"	"Oregon"	"41"	20335	2279739	892.0	879.7	904.2
	"1974"	"1974"	"Pennsylvania"	"42"	122984	11849213	1037.9	1032.1	1043.7
	"1974"	"1974"	"Rhode Island"	"44"	9107	951680	956.9	937.3	976.6
	"1974"	"1974"	"South Carolina"	"45"	24211	2843088	851.6	840.8	862.3
	"1974"	"1974"	"South Dakota"	"46"	6581	680130	967.6	944.2	991.0
	"1974"	"1974"	"Tennessee"	"47"	39425	4200625	938.6	929.3	947.8
	"1974"	"1974"	"Texas"	"48"	99491	12269942	810.9	805.8	815.9
	"1974"	"1974"	"Utah"	"49"	7384	1201191	614.7	600.7	628.7
	"1974"	"1974"	"Vermont"	"50"	4398	472496	930.8	903.3	958.3
	"1974"	"1974"	"Virginia"	"51"	40358	4973785	811.4	803.5	819.3
	"1974"	"1974"	"Washington"	"53"	29827	3545762	841.2	831.7	850.7
	"1974"	"1974"	"West Virginia"	"54"	19558	1813582	1078.4	1063.3	1093.5
	"1974"	"1974"	"Wisconsin"	"55"	40865	4533260	901.4	892.7	910.2
	"1974"	"1974"	"Wyoming"	"56"	3142	364827	861.2	831.1	891.3
"Total"	"1974"	"1974"			1934388	213209874	907.3	906.0	908.5
	"1975"	"1975"	"Alabama"	"01"	33658	3679228	914.8	905.0	924.6
	"1975"	"1975"	"Alaska"	"02"	1529	371084	412.0	391.4	432.7
	"1975"	"1975"	"Arizona"	"04"	16980	2286975	742.5	731.3	753.6
	"1975"	"1975"	"Arkansas"	"05"	21700	2158071	1005.5	992.1	1018.9
	"1975"	"1975"	"California"	"06"	170687	21548964	792.1	788.3	795.8
	"1975"	"1975"	"Colorado"	"08"	17434	2586234	674.1	664.1	684.1
	"1975"	"1975"	"Connecticut"	"09"	25740	3080526	835.6	825.4	845.8
	"1975"	"1975"	"Delaware"	"10"	4682	588301	795.9	773.1	818.6
	"1975"	"1975"	"District of Columbia"	"11"	7481	711443	1051.5	1027.7	1075.4
	"1975"	"1975"	"Florida"	"12"	87074	8533593	1020.4	1013.6	1027.1
	"1975"	"1975"	"Georgia"	"13"	41363	5053521	818.5	810.6	826.4
	"1975"	"1975"	"Hawaii"	"15"	4350	885427	491.3	476.7	505.9
	"1975"	"1975"	"Idaho"	"16"	6514	832916	782.1	763.1	801.1
	"1975"	"1975"	"Illinois"	"17"	103552	11305605	915.9	910.4	921.5
	"1975"	"1975"	"Indiana"	"18"	46723	5347917	873.7	865.7	881.6
	"1975"	"1975"	"Iowa"	"19"	28097	2880315	975.5	964.1	986.9
	"1975"	"1975"	"Kansas"	"20"	21781	2279704	955.4	942.7	968.1
	"1975"	"1975"	"Kentucky"	"21"	33187	3468209	956.9	946.6	967.2
	"1975"	"1975"	"Louisiana"	"22"	33700	3889528	866.4	857.2	875.7
	"1975"	"1975"	"Maine"	"23"	10273	1072253	958.1	939.5	976.6
	"1975"	"1975"	"Maryland"	"24"	32055	4151738	772.1	763.6	780.5
	"1975"	"1975"	"Massachusetts"	"25"	54015	5754521	938.7	930.7	946.6
	"1975"	"1975"	"Michigan"	"26"	74596	9097733	819.9	814.1	825.8
	"1975"	"1975"	"Minnesota"	"27"	32689	3923380	833.2	824.2	842.2
	"1975"	"1975"	"Mississippi"	"28"	22786	2400734	949.1	936.8	961.5
	"1975"	"1975"	"Missouri"	"29"	49059	4793956	1023.4	1014.3	1032.4
	"1975"	"1975"	"Montana"	"30"	6538	749357	872.5	851.3	893.6
	"1975"	"1975"	"Nebraska"	"31"	14603	1541485	947.3	932.0	962.7
	"1975"	"1975"	"Nevada"	"32"	4479	619539	723.0	701.8	744.1
	"1975"	"1975"	"New Hampshire"	"33"	7220	828531	871.4	851.3	891.5
	"1975"	"1975"	"New Jersey"	"34"	65498	7333189	893.2	886.3	900.0
	"1975"	"1975"	"New Mexico"	"35"	7977	1163117	685.8	670.8	700.9
	"1975"	"1975"	"New York"	"36"	169618	18022195	941.2	936.7	945.6
	"1975"	"1975"	"North Carolina"	"37"	45777	5530369	827.7	820.2	835.3
	"1975"	"1975"	"North Dakota"	"38"	5496	639175	859.9	837.1	882.6
	"1975"	"1975"	"Ohio"	"39"	96385	10763595	895.5	889.8	901.1
	"1975"	"1975"	"Oklahoma"	"40"	27194	2772274	980.9	969.3	992.6
	"1975"	"1975"	"Oregon"	"41"	20176	2324397	868.0	856.0	880.0
	"1975"	"1975"	"Pennsylvania"	"42"	120579	11886651	1014.4	1008.7	1020.1
	"1975"	"1975"	"Rhode Island"	"44"	8898	944504	942.1	922.5	961.7
	"1975"	"1975"	"South Carolina"	"45"	23497	2898414	810.7	800.3	821.1
	"1975"	"1975"	"South Dakota"	"46"	6484	681892	950.9	927.7	974.0
	"1975"	"1975"	"Tennessee"	"47"	38564	4258539	905.6	896.5	914.6
	"1975"	"1975"	"Texas"	"48"	98471	12573557	783.2	778.3	788.1
	"1975"	"1975"	"Utah"	"49"	7530	1237028	608.7	595.0	622.5
	"1975"	"1975"	"Vermont"	"50"	4282	479271	893.4	866.7	920.2
	"1975"	"1975"	"Virginia"	"51"	39553	5052500	782.8	775.1	790.6
	"1975"	"1975"	"Washington"	"53"	29833	3618410	824.5	815.1	833.8
	"1975"	"1975"	"West Virginia"	"54"	19559	1840261	1062.8	1047.9	1077.7
	"1975"	"1975"	"Wisconsin"	"55"	39885	4566799	873.4	864.8	881.9
	"1975"	"1975"	"Wyoming"	"56"	3078	380959	808.0	779.4	836.5
"Total"	"1975"	"1975"			1892879	215387884	878.8	877.6	880.1
	"1976"	"1976"	"Alabama"	"01"	34193	3737368	914.9	905.2	924.6
	"1976"	"1976"	"Alaska"	"02"	1623	393479	412.5	392.4	432.5
	"1976"	"1976"	"Arizona"	"04"	17339	2349986	737.8	726.9	748.8
	"1976"	"1976"	"Arkansas"	"05"	21336	2169513	983.4	970.3	996.6
	"1976"	"1976"	"California"	"06"	171022	21964973	778.6	774.9	782.3
	"1976"	"1976"	"Colorado"	"08"	17999	2634229	683.3	673.3	693.3
	"1976"	"1976"	"Connecticut"	"09"	26128	3083472	847.4	837.1	857.6
	"1976"	"1976"	"Delaware"	"10"	4781	592492	806.9	784.1	829.8
	"1976"	"1976"	"District of Columbia"	"11"	7312	697977	1047.6	1023.6	1071.6
	"1976"	"1976"	"Florida"	"12"	89673	8691113	1031.8	1025.0	1038.5
	"1976"	"1976"	"Georgia"	"13"	41661	5123790	813.1	805.3	820.9
	"1976"	"1976"	"Hawaii"	"15"	4420	903966	489.0	474.5	503.4
	"1976"	"1976"	"Idaho"	"16"	6635	858825	772.6	754.0	791.2
	"1976"	"1976"	"Illinois"	"17"	103665	11365790	912.1	906.5	917.6
	"1976"	"1976"	"Indiana"	"18"	46778	5370062	871.1	863.2	879.0
	"1976"	"1976"	"Iowa"	"19"	27859	2903695	959.4	948.2	970.7
	"1976"	"1976"	"Kansas"	"20"	21848	2301610	949.2	936.7	961.8
	"1976"	"1976"	"Kentucky"	"21"	32305	3531722	914.7	904.7	924.7
	"1976"	"1976"	"Louisiana"	"22"	34581	3956566	874.0	864.8	883.2
	"1976"	"1976"	"Maine"	"23"	10457	1089227	960.0	941.6	978.4
	"1976"	"1976"	"Maryland"	"24"	32644	4169157	783.0	774.5	791.5
	"1976"	"1976"	"Massachusetts"	"25"	54049	5743282	941.1	933.1	949.0
	"1976"	"1976"	"Michigan"	"26"	75862	9111274	832.6	826.7	838.5
	"1976"	"1976"	"Minnesota"	"27"	32796	3955847	829.1	820.1	838.0
	"1976"	"1976"	"Mississippi"	"28"	23168	2431473	952.8	940.6	965.1
	"1976"	"1976"	"Missouri"	"29"	49075	4824689	1017.2	1008.2	1026.2
	"1976"	"1976"	"Montana"	"30"	6741	759468	887.6	866.4	908.8
	"1976"	"1976"	"Nebraska"	"31"	14547	1549724	938.7	923.4	953.9
	"1976"	"1976"	"Nevada"	"32"	4578	647234	707.3	686.8	727.8
	"1976"	"1976"	"New Hampshire"	"33"	7417	846159	876.5	856.6	896.5
	"1976"	"1976"	"New Jersey"	"34"	65382	7339629	890.8	884.0	897.6
	"1976"	"1976"	"New Mexico"	"35"	8224	1196730	687.2	672.4	702.1
	"1976"	"1976"	"New York"	"36"	172554	17975450	959.9	955.4	964.5
	"1976"	"1976"	"North Carolina"	"37"	45832	5592125	819.6	812.1	827.1
	"1976"	"1976"	"North Dakota"	"38"	5516	646184	853.6	831.1	876.2
	"1976"	"1976"	"Ohio"	"39"	96159	10750198	894.5	888.8	900.1
	"1976"	"1976"	"Oklahoma"	"40"	27129	2825313	960.2	948.8	971.6
	"1976"	"1976"	"Oregon"	"41"	20486	2373590	863.1	851.3	874.9
	"1976"	"1976"	"Pennsylvania"	"42"	121095	11883050	1019.1	1013.3	1024.8
	"1976"	"1976"	"Rhode Island"	"44"	9200	949169	969.3	949.5	989.1
	"1976"	"1976"	"South Carolina"	"45"	23680	2942442	804.8	794.5	815.0
	"1976"	"1976"	"South Dakota"	"46"	6742	687878	980.1	956.7	1003.5
	"1976"	"1976"	"Tennessee"	"47"	38970	4329037	900.2	891.3	909.1
	"1976"	"1976"	"Texas"	"48"	100760	12914151	780.2	775.4	785.0
	"1976"	"1976"	"Utah"	"49"	7482	1278329	585.3	572.0	598.6
	"1976"	"1976"	"Vermont"	"50"	4269	484840	880.5	854.1	906.9
	"1976"	"1976"	"Virginia"	"51"	40133	5131164	782.1	774.5	789.8
	"1976"	"1976"	"Washington"	"53"	30327	3692514	821.3	812.1	830.6
	"1976"	"1976"	"West Virginia"	"54"	19690	1878179	1048.4	1033.7	1063.0
	"1976"	"1976"	"Wisconsin"	"55"	40158	4583864	876.1	867.5	884.6
	"1976"	"1976"	"Wyoming"	"56"	3160	396140	797.7	769.9	825.5
"Total"	"1976"	"1976"			1909440	217608138	877.5	876.2	878.7
	"1977"	"1977"	"Alabama"	"01"	34827	3787228	919.6	909.9	929.2
	"1977"	"1977"	"Alaska"	"02"	1615	398155	405.6	385.8	425.4
	"1977"	"1977"	"Arizona"	"04"	18028	2430816	741.6	730.8	752.5
	"1977"	"1977"	"Arkansas"	"05"	21364	2209528	966.9	953.9	979.9
	"1977"	"1977"	"California"	"06"	170399	22391026	761.0	757.4	764.6
	"1977"	"1977"	"Colorado"	"08"	17897	2699679	662.9	653.2	672.6
	"1977"	"1977"	"Connecticut"	"09"	25638	3088150	830.2	820.0	840.4
	"1977"	"1977"	"Delaware"	"10"	4738	595211	796.0	773.4	818.7
	"1977"	"1977"	"District of Columbia"	"11"	7186	684187	1050.3	1026.0	1074.6
	"1977"	"1977"	"Florida"	"12"	91760	8892351	1031.9	1025.2	1038.6
	"1977"	"1977"	"Georgia"	"13"	42691	5215496	818.5	810.8	826.3
	"1977"	"1977"	"Hawaii"	"15"	4436	918145	483.1	468.9	497.4
	"1977"	"1977"	"Idaho"	"16"	6462	886153	729.2	711.4	747.0
	"1977"	"1977"	"Illinois"	"17"	103423	11419932	905.6	900.1	911.2
	"1977"	"1977"	"Indiana"	"18"	47109	5408867	871.0	863.1	878.8
	"1977"	"1977"	"Iowa"	"19"	26770	2917412	917.6	906.6	928.6
	"1977"	"1977"	"Kansas"	"20"	21362	2322007	920.0	907.6	932.3
	"1977"	"1977"	"Kentucky"	"21"	33493	3579702	935.6	925.6	945.7
	"1977"	"1977"	"Louisiana"	"22"	34693	4024858	862.0	852.9	871.0
	"1977"	"1977"	"Maine"	"23"	10069	1105892	910.5	892.7	928.3
	"1977"	"1977"	"Maryland"	"24"	32225	4195712	768.0	759.7	776.4
	"1977"	"1977"	"Massachusetts"	"25"	51814	5742562	902.3	894.5	910.0
	"1977"	"1977"	"Michigan"	"26"	74198	9160259	810.0	804.2	815.8
	"1977"	"1977"	"Minnesota"	"27"	32303	3982696	811.1	802.2	819.9
	"1977"	"1977"	"Mississippi"	"28"	23014	2463589	934.2	922.1	946.2
	"1977"	"1977"	"Missouri"	"29"	48880	4850784	1007.7	998.7	1016.6
	"1977"	"1977"	"Montana"	"30"	6403	772784	828.6	808.3	848.9
	"1977"	"1977"	"Nebraska"	"31"	14331	1556747	920.6	905.5	935.6
	"1977"	"1977"	"Nevada"	"32"	4876	678842	718.3	698.1	738.4
	"1977"	"1977"	"New Hampshire"	"33"	7268	871864	833.6	814.5	852.8
	"1977"	"1977"	"New Jersey"	"34"	65831	7342995	896.5	889.7	903.4
	"1977"	"1977"	"New Mexico"	"35"	8073	1227515	657.7	643.3	672.0
	"1977"	"1977"	"New York"	"36"	168739	17862261	944.7	940.2	949.2
	"1977"	"1977"	"North Carolina"	"37"	46623	5672523	821.9	814.4	829.4
	"1977"	"1977"	"North Dakota"	"38"	5201	650627	799.4	777.7	821.1
	"1977"	"1977"	"Ohio"	"39"	97045	10777225	900.5	894.8	906.1
	"1977"	"1977"	"Oklahoma"	"40"	26791	2869096	933.8	922.6	945.0
	"1977"	"1977"	"Oregon"	"41"	20481	2442459	838.5	827.1	850.0
	"1977"	"1977"	"Pennsylvania"	"42"	119233	11885806	1003.2	997.5	1008.8
	"1977"	"1977"	"Rhode Island"	"44"	9068	955035	949.5	930.0	969.0
	"1977"	"1977"	"South Carolina"	"45"	24293	2992625	811.8	801.6	822.0
	"1977"	"1977"	"South Dakota"	"46"	6295	690304	911.9	889.4	934.4
	"1977"	"1977"	"Tennessee"	"47"	39145	4406211	888.4	879.6	897.2
	"1977"	"1977"	"Texas"	"48"	100185	13210567	758.4	753.7	763.1
	"1977"	"1977"	"Utah"	"49"	7617	1323369	575.6	562.7	588.5
	"1977"	"1977"	"Vermont"	"50"	4210	492203	855.3	829.5	881.2
	"1977"	"1977"	"Virginia"	"51"	39939	5208958	766.7	759.2	774.3
	"1977"	"1977"	"Washington"	"53"	29831	3777227	789.8	780.8	798.7
	"1977"	"1977"	"West Virginia"	"54"	19330	1907816	1013.2	998.9	1027.5
	"1977"	"1977"	"Wisconsin"	"55"	39347	4616214	852.4	843.9	860.8
	"1977"	"1977"	"Wyoming"	"56"	3048	412756	738.5	712.2	764.7
"Total"	"1977"	"1977"			1899597	219974426	863.6	862.3	864.8
	"1978"	"1978"	"Alabama"	"01"	34680	3836401	904.0	894.5	913.5
	"1978"	"1978"	"Alaska"	"02"	1690	403301	419.0	399.1	439.0
	"1978"	"1978"	"Arizona"	"04"	19198	2521569	761.4	750.6	772.1
	"1978"	"1978"	"Arkansas"	"05"	21896	2241861	976.7	963.8	989.6
	"1978"	"1978"	"California"	"06"	176069	22877677	769.6	766.0	773.2
	"1978"	"1978"	"Colorado"	"08"	18361	2770305	662.8	653.2	672.4
	"1978"	"1978"	"Connecticut"	"09"	26078	3095187	842.5	832.3	852.8
	"1978"	"1978"	"Delaware"	"10"	4957	598626	828.1	805.0	851.1
	"1978"	"1978"	"District of Columbia"	"11"	7065	672100	1051.2	1026.7	1075.7
	"1978"	"1978"	"Florida"	"12"	95595	9136789	1046.3	1039.6	1052.9
	"1978"	"1978"	"Georgia"	"13"	43298	5289380	818.6	810.9	826.3
	"1978"	"1978"	"Hawaii"	"15"	4563	930899	490.2	475.9	504.4
	"1978"	"1978"	"Idaho"	"16"	6507	913257	712.5	695.2	729.8
	"1978"	"1978"	"Illinois"	"17"	103026	11444137	900.3	894.8	905.7
	"1978"	"1978"	"Indiana"	"18"	47548	5448023	872.8	864.9	880.6
	"1978"	"1978"	"Iowa"	"19"	27450	2920970	939.8	928.6	950.9
	"1978"	"1978"	"Kansas"	"20"	21665	2335833	927.5	915.2	939.9
	"1978"	"1978"	"Kentucky"	"21"	33421	3614071	924.7	914.8	934.7
	"1978"	"1978"	"Louisiana"	"22"	35242	4080867	863.6	854.6	872.6
	"1978"	"1978"	"Maine"	"23"	10179	1115688	912.4	894.6	930.1
	"1978"	"1978"	"Maryland"	"24"	33130	4212541	786.5	778.0	794.9
	"1978"	"1978"	"Massachusetts"	"25"	52660	5743136	916.9	909.1	924.8
	"1978"	"1978"	"Michigan"	"26"	74968	9205747	814.4	808.5	820.2
	"1978"	"1978"	"Minnesota"	"27"	33316	4008285	831.2	822.3	840.1
	"1978"	"1978"	"Mississippi"	"28"	23350	2490446	937.6	925.6	949.6
	"1978"	"1978"	"Missouri"	"29"	49442	4875833	1014.0	1005.1	1023.0
	"1978"	"1978"	"Montana"	"30"	6488	785301	826.2	806.1	846.3
	"1978"	"1978"	"Nebraska"	"31"	14443	1562649	924.3	909.2	939.3
	"1978"	"1978"	"Nevada"	"32"	5056	720379	701.9	682.5	721.2
	"1978"	"1978"	"New Hampshire"	"33"	7408	894154	828.5	809.6	847.4
	"1978"	"1978"	"New Jersey"	"34"	65993	7357451	897.0	890.1	903.8
	"1978"	"1978"	"New Mexico"	"35"	8456	1254377	674.1	659.8	688.5
	"1978"	"1978"	"New York"	"36"	167572	17727471	945.3	940.7	949.8
	"1978"	"1978"	"North Carolina"	"37"	47322	5741716	824.2	816.8	831.6
	"1978"	"1978"	"North Dakota"	"38"	5491	651776	842.5	820.2	864.8
	"1978"	"1978"	"Ohio"	"39"	96569	10800633	894.1	888.5	899.7
	"1978"	"1978"	"Oklahoma"	"40"	27943	2915465	958.4	947.2	969.7
	"1978"	"1978"	"Oregon"	"41"	20895	2512458	831.7	820.4	842.9
	"1978"	"1978"	"Pennsylvania"	"42"	120074	11868307	1011.7	1006.0	1017.4
	"1978"	"1978"	"Rhode Island"	"44"	8873	957172	927.0	907.7	946.3
	"1978"	"1978"	"South Carolina"	"45"	24112	3044232	792.1	782.1	802.1
	"1978"	"1978"	"South Dakota"	"46"	6492	690535	940.1	917.3	963.0
	"1978"	"1978"	"Tennessee"	"47"	38745	4465346	867.7	859.0	876.3
	"1978"	"1978"	"Texas"	"48"	103845	13518570	768.2	763.5	772.8
	"1978"	"1978"	"Utah"	"49"	7892	1369925	576.1	563.4	588.8
	"1978"	"1978"	"Vermont"	"50"	4426	498405	888.0	861.9	914.2
	"1978"	"1978"	"Virginia"	"51"	40767	5286164	771.2	763.7	778.7
	"1978"	"1978"	"Washington"	"53"	30490	3889962	783.8	775.0	792.6
	"1978"	"1978"	"West Virginia"	"54"	19646	1921469	1022.4	1008.1	1036.7
	"1978"	"1978"	"Wisconsin"	"55"	40324	4633340	870.3	861.8	878.8
	"1978"	"1978"	"Wyoming"	"56"	3112	431897	720.5	695.2	745.9
"Total"	"1978"	"1978"			1927788	222282083	867.3	866.0	868.5
"Total"					21201684	2320364080	913.7	913.3	914.1
"---"
"Dataset: Compressed Mortality, 1968-1978"
"Query Parameters:"
"Title: Deaths by Year and State in 1968-1978"
"Group By: Year; State"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Nov 22, 2022 3:07:53 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality: Compressed Mortality File 1968-1978. CDC WONDER Online Database, compiled from Compressed Mortality File CMF"
"1968-1988, Series 20, No. 2A, 2000. Accessed at http://wonder.cdc.gov/cmf-icd8.html on Nov 22, 2022 3:07:53 PM"
"---"
Caveats:
"1. About sub-national population figures: population figures for 1968-69 are estimates derived by NCHS using linear"
"extrapolation; population figures for 1970 are April 1 modified census counts; and population figures for 1971-78 are"
"intercensal estimates of the July 1 resident population. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Population"
"Information."
"2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the number of live births"
"for the given time period. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"3. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Confidence-Intervals."
