first_name,nickname
EPAPHRODITIUS,EPPA
EPAPHRODITIUS,DYCHE
EPAPHRODITIUS,DYCE
EPHRAIM,EPH
ERASMUS,RAZE
ERASMUS,RASMUS
ERIC,RICK
ERIC,RICKY
ERNEST,ERNIE
ERNESTINE,TEENY
ERNESTINE,ERNEST
ERNESTINE,TINA
ERNESTINE,ERNA
ERWIN,IRWIN
ESENETH,SENIE
ESSY,ES
ESTELLA,ESSY
ESTELLA,STELLA
ESTELLE,ESSY
ESTELLE,STELLA
ESTHER,HESTER
ESTHER,ESSIE
EUDICY,DICEY
EUDORA,DORA
EUDORIS,DOSSIE
EUDORIS,DOSIE
EUGENE,GENE
EUNICE,NICIE
EUPHEMIA,EFFIE
EUPHEMIA,EFFY
EURYDICE,DICEY
EUSTACIA,STACIA
EUSTACIA,STACY
EVA,EVE
EVALINE,EVA
EVALINE,LENA
EVALINE,EVE
EVANGELINE,EV
EVANGELINE,EVAN
EVANGELINE,VANGIE
EVELYN,EVELINA
EVELYN,EV
EVELYN,EVE
EXPERIENCE,EXIE
EZEKIEL,ZEKE
EZEKIEL,EZ
EZIDEEN,EZ
EZRA,EZ
FAITH,FAY
FELICIA,FEL
FELICIA,FELIX
FELICIA,FELI
FELICITY,FLICK
FELICITY,TICK
FELTIE,FELTY
FERDINAND,FREDDIE
FERDINAND,FREDDY
FERDINAND,FERDIE
FERDINAND,FRED
FERDINANDO,NANDO
FERDINANDO,FERDIE
FERDINANDO,FRED
FIDELIA,DELIA
FLO,FLORENCE
FLORA,FLORENCE
FLORENCE,FLOSSY
FLORENCE,FLORA
FLORENCE,FLO
FLOYD,LLOYD
FRAN,FRANNIE
FRANCES,SIS
FRANCES,CISSY
FRANCES,FRANKIE
FRANCES,FRANNIEY
FRANCES,FRAN
FRANCES,FRANCIE
FRANCES,FRANNIE
FRANCES,FANNY
FRANCIE,FRANCINE
FRANCINE,FRANNIEY
FRANCINE,FRAN
FRANCINE,FRANNIE
FRANCINE,FRANCIE
FRANCIS,FRAN
FRANCIS,FRANKIE
FRANCIS,FRANK
FRANK,FRANKLIN
FRANKIE,FRANK
FRANKIE,FRANCIS
FRANKLIN,FRAN
FRANKLIN,FRANK
FRANKLIND,FRANK
FREDA,FRIEDA
FREDERICA,FREDERICK
FREDERICA,FREDDY
FREDERICK,FREDDIE
FREDERICK,FREDDY
FREDERICK,FRITZ
FREDERICK,FRED
FREDERICKA,FREDDY
FREDERICKA,RICKA
FREDERICKA,FREDA
FREDERICKA,FRIEDA
FRIEDA,FREDDIE
FRIEDA,FREDDY
FRIEDA,FRED
GABRIEL,GABE
GABRIEL,GABBY
GABRIELLA,ELLA
GABRIELLA,GABBY
GABRIELLE,ELLA
GABRIELLE,GABBY
GARRICK,GARRI
GENEVIEVE,JEAN
GENEVIEVE,EVE
GENEVIEVE,JENNY
GEOFFREY,GEOFF
GEOFFREY,JEFF
GEORGE,GEORGIE
GEORGIANA,GEORGIA
GERALD,GERRY
GERALD,JERRY
GERALDINE,GERRY
GERALDINE,GERRIE
GERALDINE,JERRY
GERALDINE,DINA
GERHARDT,GAY
GERTIE,GERTRUDE
GERTIE,GERT
GERTRUDE,GERTIE
GERTRUDE,GERT
GERTRUDE,TRUDY
GILBERT,BERT
GILBERT,GIL
GILBERT,WILBER
GIOVANNI,GIO
GLORIA,GLORY
GOVERNOR,GOVIE
GREENBERRY,GREEN
GREENBERRY,BERRY
GREGGORY,GREGG
GREGORY,GREG
GREGORY,GORY
GRETCHEN,MARGARET
GRISELDA,GRISSEL
GUM,MONTY
GUS,GUSSIE
GUSTAVUS,GUS
GUSTAVUS,GUSSIE
GWEN,WENDY
GWENDOLYN,GWEN
GWENDOLYN,WENDY
HAMILTON,HAM
HANNAH,NAN
HANNAH,NANNY
HANNAH,ANNA
HAROLD,HAL
HAROLD,HARRY
HARRIET,HATTIE
HARRY,HAROLD
HARRY,HENRY
HASELTINE,HASSIE
HEATHER,HETTY
HELEN,LENA
HELEN,ELLA
HELEN,ELLEN
HELEN,ELLIE
HELENA,EILEEN
HELENA,LENA
HELENA,NELL
HELENA,NELLIE
HELENA,ELEANOR
HELENA,ELAINE
HELENA,ELLEN
HELENA,AILEEN
HELENE,LENA
HELENE,ELLA
HELENE,ELLEN
HELENE,ELLIE
HELOISE,LOIS
HELOISE,ELOISE
HELOISE,ELOUISE
HENRIETTA,HANK
HENRIETTA,ETTA
HENRIETTA,ETTY
HENRIETTA,RETTA
HENRIETTA,NETTIE
HENRY,HANK
HENRY,HAL
HENRY,HARRY
HEPHSIBAH,HIPSIE
HEPSIBAH,HIPSIE
HERBERT,BERT
HERBERT,HERB
HERMAN,HARMAN
HERMAN,DUTCH
HERMIONE,HERMIE
HESTER,HESSY
HESTER,ESTHER
HESTER,HETTY
HEZEKIAH,HY
HEZEKIAH,HEZ
HEZEKIAH,KIAH
HIRAM,HY
HONORA,HONEY
HONORA,NORA
HONORA,NORRY
HONORA,NORAH
HOPKINS,HOPP
HOPKINS,HOP
HORACE,HORRY
HORTENSE,HARTY
HORTENSE,TENSEY
HOSEA,HOSEY
HOSEA,HOSIE
HOWARD,HAL
HOWARD,HOWIE
HUBERT,BERT
HUBERT,HUGH
HUBERT,HUB
IAN,JOHN
IGNATIUS,NATIUS
IGNATIUS,IGGY
IGNATIUS,NATE
IGNATIUS,NACE
IGNATZIO,NAZ
IGNATZIO,IGGY
IGNATZIO,NACE
IMMANUEL,MANUEL
IMMANUEL,EMMANUEL
INDIA,INDIE
INDIA,INDY
INEZ,AGNES
IONA,ONNIE
IRENE,RENA
IRVIN,IRVING
IRVING,IRV
IRWIN,ERWIN
ISAAC,IKE
ISAAC,ZEKE
ISABEL,TIBBIE
ISABEL,BELL
ISABEL,NIB
ISABEL,BELLE
ISABEL,BELLA
ISABEL,NIBBY
ISABEL,IB
ISABEL,ISSY
ISABELLA,TIBBIE
ISABELLA,NIB
ISABELLA,BELLE
ISABELLA,BELLA
ISABELLA,NIBBY
ISABELLA,IB
ISABELLA,ISSY
ISABELLE,TIBBIE
ISABELLE,NIB
ISABELLE,BELLE
ISABELLE,BELLA
ISABELLE,NIBBY
ISABELLE,IB
ISABELLE,ISSY
ISADORA,ISSY
ISADORA,DORA
ISAIAH,ZADIE
ISAIAH,ZAY
ISIDORE,IZZY
IVA,IVY
IVAN,JOHN
JACKSON,JACK
JACOB,JAAP
JACOB,JAKE
JACOB,JAY
JACOBUS,JACOB
JACQUELINE,JACKIE
JACQUELINE,JACK
JAHODA,HODY
JAHODA,HODIE
JAHODA,HODA
JAKOB,JAKE
JAMES,JIMMY
JAMES,JIM
JAMES,JAMIE
JAMES,JIMMIE
JAMES,JEM
JAMIE,JAMES
JANE,JANIE
JANE,JESSIE
JANE,JEAN
JANE,JENNIE
JANET,JAN
JANET,JESSIE
JANICE,JAN
JANNETT,NETTIE
JASPER,JAP
JASPER,CASPER
JAYME,JAY
JEAN,JANE
JEAN,JEANNIE
JEANETTE,JESSIE
JEANETTE,JEAN
JEANETTE,JANET
JEANETTE,NETTIE
JEANNE,JANE
JEANNE,JEANNIE
JEBADIAH,JEB
JEDEDIAH,DYER
JEDEDIAH,JED
JEDEDIAH,DIAH
JEDIDIAH,DYER
JEDIDIAH,JED
JEDIDIAH,DIAH
JEFFEREY,JEFF
JEFFERSON,SONNY
JEFFERSON,JEFF
JEFFERY,JEFF
JEFFREY,GEOFF
JEFFREY,JEFF
JEHIEL,HIEL
JEHU,HUGH
JEHU,GEE
JEMIMA,MIMA
JENNET,JESSIE
JENNET,JENNY
JENNET,JENN
JENNIFER,JENNIE
JENNIFER,JENN
JENNIFER,JEN
JENNIFER,JENNY
JEREMIAH,JEREME
JEREMIAH,JERRY
JEREMY,JEZZA
JEREMY,JEZ
JERITA,RITA
JERRY,JEREME
JERRY,GERALDINE
JESSICA,JESSIE
JESSIE,JANE
JESSIE,JESS
JESSIE,JANET
JIM,JIMMIE
JINCY,JANE
JINSY,JANE
JOAN,JO
JOAN,NONIE
JOANN,JO
JOANNA,HANNAH
JOANNA,JODY
JOANNA,JO
JOANNA,JOAN
JOANNE,JO
JODY,JO
JOE,JOEY
JOHANNA,JO
JOHANNAH,HANNAH
JOHANNAH,JODY
JOHANNAH,JOAN
JOHANNAH,NONIE
JOHANNES,JONATHAN
JOHANNES,JOHN
JOHANNES,JOHNNY
JOHN,JACK
JOHN,JOHNNY
JOHN,JOCK
JOHN,IAN
JONATHAN,JOHN
JONATHAN,NATHAN
JONATHAN,JON
JONATHAN,JONNY
JONATHAN,JONNIE
JONATHON,JON
JONATHON,JONNY
JONATHON,JONNIE
JOSEPH,JODY
JOSEPH,JOS
JOSEPH,JOE
JOSEPH,JOEY
JOSEPHINE,FINA
JOSEPHINE,JODY
JOSEPHINE,JO
JOSEPHINE,JOSEY
JOSEPHINE,JOEY
JOSEPHINE,JOSIE
JOSETTA,JETTIE
JOSEY,JOSOPHINE
JOSHUA,JOS
JOSHUA,JOSH
JOSIAH,JOS
JOYCE,JOY
JUANITA,NITA
JUANITA,NETTIE
JUDAH,JUDER
JUDAH,JUDE
JUDITH,JUDIE
JUDITH,JUDA
JUDITH,JUDY
JUDITH,JUDI
JUDITH,JUDE
JUDSON,SONNY
JUDSON,JUD
JUDY,JUDITH
JULIA,JULIE
JULIA,JILL
JULIAN,JULE
JULIAS,JULE
JULIE,JULIA
JULIE,JULE
JUNE,JUNIUS
JUNIOR,JUNIE
JUNIOR,JUNE
JUNIOR,JR
JUSTIN,JUSTUS
JUSTIN,JUSTINA
KAITLIN,KAIT
KAITLIN,KAITIE
KAITLYN,KAIT
KAITLYN,KAITIE
KAITLYNN,KAIT
KAITLYNN,KAITIE
KAMERON,KAM
KARONHAPPUCK,KARON
KARONHAPPUCK,KAREN
KARONHAPPUCK,CARRIE
KARONHAPPUCK,HAPPY
KASEY,K.C.
KATARINA,CATHERINE
KATARINA,TINA
KATE,KAY
KATELIN,KAY
KATELIN,KATE
KATELIN,KAYE
KATELYN,KAY
KATELYN,KATE
KATELYN,KAYE
KATHERINE,KATHY
KATHERINE,KATY
KATHERINE,LENA
KATHERINE,KITTIE
KATHERINE,KAYE
KATHERINE,KIT
KATHERINE,TRINA
KATHERINE,CATHY
KATHERINE,KAY
KATHERINE,KATE
KATHERINE,CASSIE
KATHLEEN,KATHY
KATHLEEN,KATY
KATHLEEN,LENA
KATHLEEN,KITTIE
KATHLEEN,KIT
KATHLEEN,TRINA
KATHLEEN,CATHY
KATHLEEN,KAY
KATHLEEN,CASSIE
KATHRYN,KATHY
KATHRYN,KATIE
KATY,KATHY
KATY,KATIE
KAYLA,KAY
KENDALL,KEN
KENDALL,KENNY
KENDRA,KENJ
KENDRA,KENJI
KENDRA,KAY
KENDRA,KENNY
KENDRICK,KEN
KENDRICK,KENNY
KENDRIK,KEN
KENDRIK,KENNY
KENNETH,KEN
KENNETH,KENNY
KENNETH,KENDRICK
KENNY,KEN
KENNY,KENNETH
KENT,KEN
KENT,KENNY
KENT,KENDRICK
KEZIAH,KIZZA
KEZIAH,KIZZIE
KIM,KIMBERLY
KIM,KIMBERLEY
KIMBERLEY,KIM
KIMBERLY,KIM
KINGSLEY,KING
KINGSTON,KING
KIT,KITTIE
KRIS,CHRIS
KRISTEL,KRIS
KRISTEN,CHRIS
KRISTIN,CHRIS
KRISTINE,KRIS
KRISTINE,KRISTY
KRISTINE,TINA
KRISTINE,CHRISTY
KRISTINE,CHRIS
KRISTINE,CRISSY
KRISTOPHER,CHRIS
KRISTOPHER,KRIS
KRISTY,CHRIS
LAFAYETTE,LAFFIE
LAFAYETTE,FATE
LAMONT,MONTY
LAODICIA,DICY
LAODICIA,CENIA
LARRY,LAURENCE
LARRY,LAWRENCE
LAUREN,REN
LAUREN,LAURIE
LAURENCE,LORRY
LAURENCE,LARRY
LAURENCE,LON
LAURENCE,LONNY
LAURENCE,LORNE
LAURINDA,LAURA
LAURINDA,LAWRENCE
LAURYN,LAURIE
LAVEDA,VEDA
LAVERNE,VERNON
LAVERNE,VERNA
LAVINA,VINA
LAVINA,VINEY
LAVINA,INA
LAVINIA,VINA
LAVINIA,VINEY
LAVINIA,INA
LAVONIA,VINA
LAVONIA,VONNIE
LAVONIA,WYNCHA
LAVONIA,VINEY
LAVONNE,VON
LAWRENCE,LORRY
LAWRENCE,LARRY
LAWRENCE,LON
LAWRENCE,LONNY
LAWRENCE,LORNE
LEANNE,LEA
LEANNE,ANNIE
LECURGUS,CURG
LEMUEL,LEM
LENA,ELLEN
LENORA,NORA
LENORA,LEE
LEO,LEON
LEONARD,LINEAU
LEONARD,LEO
LEONARD,LEON
LEONARD,LEN
LEONARD,LENNY
LEONIDAS,LEE
LEONIDAS,LEON
LEONORA,NORA
LEONORA,NELL
LEONORA,NELLIE
LEONORE,NORA
LEONORE,HONOR
LEONORE,ELENOR
LEROY,ROY
LEROY,LEE
LEROY,L.R.
LESLIE,LES
LESTER,LES
LETITIA,TISH
LETITIA,TITIA
LETITIA,LETTICE
LETITIA,LETTIE
LEVI,LEE
LEVICY,VICY
LEVONE,VON
LIB,LIBBY
LIDIA,LYDDY
LIL,LILLY
LIL,LILY
LILLAH,LIL
LILLAH,LILLY
LILLAH,LILY
LILLAH,LOLLY
LILLIAN,LIL
LILLIAN,LILLY
LILLIAN,LOLLY
LILLY,LILY
LILLY,LIL
LINCOLN,LINK
LINDA,LINDY
LINDA,LYNN
LINDY,LYNN
LIONEL,LEON
LISA,LIZ
LITTLEBERRY,LITTLE
LITTLEBERRY,BERRY
LITTLEBERRY,L.B.
LIZZIE,LIZ
LOIS,LOU
LOIS,LOUISE
LONZO,LON
LORENZO,LOREN
LORETTA,ETTA
LORETTA,LORRIE
LORETTA,RETTA
LORRAINE,LORRIE
LOTTA,LOTTIE
LOU,LOUIS
LOU,LU
LOUIS,LEWIS
LOUIS,LOUISE
LOUIS,LOUIE
LOUIS,LOU
LOUISA,ELIZA
LOUISA,LOU
LOUISA,LOIS
LOUISE,ELIZA
LOUISE,LOU
LOUISE,LOIS
LOUVINIA,VINA
LOUVINIA,VONNIE
LOUVINIA,WYNCHA
LOUVINIA,VINEY
LUCAS,LUKE
LUCIA,LUCY
LUCIA,LUCIUS
LUCIAS,LUKE
LUCILLE,CILLE
LUCILLE,LU
LUCILLE,LUCY
LUCILLE,LOU
LUCINA,SINAH
LUCINDA,LU
LUCINDA,LUCY
LUCINDA,CINDY
LUCINDA,LOU
LUCRETIA,CREASEY
LUCY,LUCINDA
LUELLA,LULA
LUELLA,ELLA
LUELLA,LU
LUKE,LUCAS
LUNETTA,NETTIE
LURANA,LURA
LUTHER,LUKE
LYDIA,LYDDY
LYNDON,LINDY
LYNDON,LYNN
MABEL,MEHITABEL
MABEL,AMABEL
MAC,MC
MACK,MAC
MACK,MC
MACKENZIE,KENZY
MACKENZIE,MAC
MACKENZIE,MACK
MADDISON,MADDIE
MADDISON,MADDI
MADDY,MADELYN
MADDY,MADELINE
MADDY,MADGE
MADELINE,MAGGIE
MADELINE,LENA
MADELINE,MAGDA
MADELINE,MADDY
MADELINE,MADGE
MADELINE,MADDIE
MADELINE,MADDI
MADIE,MADELINE
MADIE,MADELYN
MADISON,MATTIE
MADISON,MADDY
MAEGEN,MEG
MAGDALENA,MAGGIE
MAGDALENA,LENA
MAGDELINA,LENA
MAGDELINA,MAGDA
MAGDELINA,MADGE
MAHALA,HALLIE
MAKAYLA,KAYLA
MALACHI,MALLY
MALCOLM,MAC
MALCOLM,MAL
MALCOLM,MALC
MALINDA,LINDY
MANDA,MANDY
MANDIE,AMANDA
MANDY,AMANDA
MANERVA,MINERVA
MANERVA,NERVIE
MANERVA,EVE
MANERVA,NERVA
MANNY,MANUEL
MANOAH,NOAH
MANOLA,NONNIE
MANUEL,EMANUEL
MANUEL,MANNY
MARCUS,MARK
MARGARET,MAGGIE
MARGARET,MEG
MARGARET,PEG
MARGARET,MIDGE
MARGARET,MARGY
MARGARET,MARGIE
MARGARET,MADGE
MARGARET,PEGGY
MARGARET,MAGGY
MARGARET,MARGE
MARGARET,DAISY
MARGARET,MARGERY
MARGARET,GRETTA
MARGARET,RITA
MARGARETTA,MAGGIE
MARGARETTA,MEG
MARGARETTA,PEG
MARGARETTA,MIDGE
MARGARETTA,MARGIE
MARGARETTA,MADGE
MARGARETTA,PEGGY
MARGARETTA,MARGE
MARGARETTA,DAISY
MARGARETTA,MARGERY
MARGARETTA,GRETTA
MARGARETTA,RITA
MARGARITA,MAGGIE
MARGARITA,MEG
MARGARITA,METTA
MARGARITA,MIDGE
MARGARITA,GRETA
MARGARITA,MEGAN
MARGARITA,MAISIE
MARGARITA,MADGE
MARGARITA,MARGE
MARGARITA,DAISY
MARGARITA,PEGGIE
MARGARITA,RITA
MARGARITA,MARGO
MARGE,MARGERY
MARGE,MARGARET
MARGE,MARGARETTA
MARGIE,MARJORIE
MARGIE,MARGIE
MARGUERITE,PEGGY
MARIAH,MARY
MARIAH,MARIA
MARIAN,MARIANNA
MARIAN,MARION
MARIE,MAE
MARIETTA,MARIAH
MARIETTA,MERCY
MARIETTA,POLLY
MARIETTA,MAY
MARIETTA,MOLLY
MARIETTA,MITZI
MARIETTA,MINNIE
MARIETTA,MOLLIE
MARIETTA,MAE
MARIETTA,MAUREEN
MARIETTA,MARION
MARIETTA,MARIE
MARIETTA,MAMIE
MARIETTA,MARY
MARIETTA,MARIA
MARILYN,MARY
MARION,MARY
MARISSA,RISSA
MARJORIE,MARGIE
MARJORIE,MARGY
MARJORIE,MARGIE
MARSHA,MARCIE
MARSHA,MARY
MARTHA,MARTY
MARTHA,MATTIE
MARTHA,MAT
MARTHA,PATSY
MARTHA,PATTY
MARTIN,MARTY
MARTINA,TINA
MARTINE,TINE
MARV,MARVIN
MARVIN,MARV
MARY,MAMIE
MARY,MOLLY
MARY,MAE
MARY,POLLY
MARY,MITZI
MASAYUKI,MASA
MAT,MATTIE
MATHEW,MAT
MATHEW,MATY
MATHILDA,TILLIE
MATHILDA,PATTY
MATILDA,TILLY
MATILDA,MAUD
MATILDA,MATTY
MATTHEW,THYS
MATTHEW,MATT
MATTHEW,THIAS
MATTHEW,MATTIE
MATTHEW,MATTY
MATTHIAS,THYS
MATTHIAS,MATT
MATTHIAS,THIAS
MAUD,MIDDY
MAUREEN,MARY
MAURICE,MOREY
MAVERY,MAVE
MAVINE,MAVE
MAXIMILLIAN,MAX
MAXINE,MAX
MAXWELL,MAX
MAY,MAE
MCKENNA,KEN
MCKENNA,KENNA
MCKENNA,MEAKA
MEDORA,DORA
MEGAN,MEG
MEGHAN,MEG
MEHITABEL,HETTY
MEHITABEL,MITTY
MEHITABEL,MABEL
MEHITABEL,HITTY
MELANIE,MELLIE
MELCHIZEDEK,ZADOCK
MELCHIZEDEK,DICK
MELINDA,LINDA
MELINDA,MEL
MELINDA,LYNN
MELINDA,MINDY
MELINDA,LINDY
MELISSA,LISA
MELISSA,MEL
MELISSA,MISSY
MELISSA,MILLY
MELISSA,LISSA
MELLONY,MELLIA
MELODY,LODI
MELVIN,MEL
MELVINA,VINA
MERCEDES,MERCI
MERCEDES,SADIE
MERCEDES,MERCY
MERV,MERVIN
MERVYN,MERV
MICAJAH,CAGE
MICHAEL,MICKY
MICHAEL,MIKE
MICHAEL,MICAH
MICHAEL,MICK
MICHAEL,MIKEY
MICHEAL,MIKE
MICHEAL,MIKY
MICHEAL,MIKEY
MICHELLE,MICKEY
MICK,MICKY
MIKE,MICKY
MIKE,MICK
MIKE,MICHAEL
MILDRED,MILLY
MILLICENT,MISSY
MILLICENT,MILLY
MINERVA,MINNIE
MINNIE,WILHELMINA
MIRANDA,RANDY
MIRANDA,MANDY
MIRANDA,MIRA
MIRIAM,MIMI
MIRIAM,MITZI
MIRIAM,MITZIE
MISSY,MELISSA
MITCH,MITCHELL
MITCHELL,MITCH
MITZI,MARY
MITZI,MITTIE
MITZI,MITTY
MITZIE,MITTIE
MITZIE,MITTY
MONET,NETTIE
MONICA,MONNA
MONICA,MONNIE
MONTELEON,MONTE
MONTESQUE,MONTY
MONTGOMERY,MONTY
MONTGOMERY,GUM
MONTY,LAMONT
MORRIS,MOREY
MORTIMER,MORT
MOSES,AMOS
MOSES,MOSE
MOSES,MOSS
MURIEL,MUR
MYRTLE,MYRT
MYRTLE,MYRTI
MYRTLE,MERT
NADINE,NADA
NADINE,DEEDEE
NANCY,ANN
NANCY,NAN
NANCY,NANNY
NAOMI,OMI
NAPOLEON,NAP
NAPOLEON,NAPPY
NAPOLEON,LEON
NATALIE,NATTY
NATALIE,NETTIE
NATASHA,TASHA
NATASHA,NAT
NATHAN,NATE
NATHAN,NAT
NATHANIEL,THAN
NATHANIEL,NATHAN
NATHANIEL,NATE
NATHANIEL,NAT
NATHANIEL,NATTY
NELLE,NELLY
NELSON,NELS
NEWT,NEWTON
NICHOLAS,NICK
NICHOLAS,CLAES
NICHOLAS,CLAAS
NICHOLAS,NIC
NICHOLAS,NICKY
NICHOLAS,NICO
NICHOLAS,NICKIE
NICODEMUS,NICK
NICODEMUS,NIC
NICODEMUS,NICKY
NICODEMUS,NICO
NICODEMUS,NICKIE
NICOLE,NOLE
NICOLE,NIKKI
NICOLE,COLE
NIKOLAS,NICK
NIKOLAS,CLAES
NIKOLAS,NIC
NIKOLAS,NICKY
NIKOLAS,NICO
NIKOLAS,NICKIE
NIKOLE,NIKKI
NORA,NONIE
NORBERT,BERT
NORBERT,NORBY
NORBUSAMTE,NORBU
NOWELL,NOEL
OBADIAH,DYER
OBADIAH,OBED
OBADIAH,OBIE
OBADIAH,DIAH
OBEDIENCE,OBED
OBEDIENCE,BEDA
OBEDIENCE,BEEDY
OBEDIENCE,BIDDIE
OBIE,OBEDIAH
OCTAVIA,TAVE
OCTAVIA,TAVIA
ODELL,ODO
OLIVE,NOLLIE
OLIVE,LIVIA
OLIVE,OLLIE
OLIVER,OLLIE
OLIVIA,NOLLIE
OLIVIA,LIVIA
OLIVIA,OLLIE
OLLIE,OLIVER
ONICYPHOROUS,CYPHORUS
ONICYPHOROUS,OSAFORUS
ONICYPHOROUS,SYPHOROUS
ONICYPHOROUS,ONE
ONICYPHOROUS,CY
ONICYPHOROUS,OSAFORUM
ORILLA,RILLY
ORILLA,ORA
ORLANDO,ROLAND
ORPHELIA,PHELIA
OSSY,OZZY
OSWALD,OZZY
OSWALD,WALDO
OSWALD,OSSY
OTIS,ODE
OTIS,OTE
PAMELA,PAM
PANDORA,DORA
PARMELIA,AMELIA
PARMELIA,MILLY
PARMELIA,MELIA
PARTHENIA,TEENY
PARTHENIA,PARSUNY
PARTHENIA,PASOONIE
PARTHENIA,PHENIE
PATIENCE,PAT
PATIENCE,PATTY
PATRICIA,TRICIA
PATRICIA,PAT
PATRICIA,PATSY
PATRICIA,PATTY
PATRICIA,PATTI
PATRICK,PATE
PATRICK,PETER
PATRICK,PAT
PATRICK,PATSY
PATRICK,PADDY
PATSY,PATTY
PATTY,PATRICIA
PAUL,POLLY
PAULA,POLLY
PAULA,LINA
PAULINA,POLLY
PAULINA,LINA
PAULINE,POLLY
PEGGY,PEG
PELEGRINE,PERRY
PENELOPE,PENNY
PERCIVAL,PERCY
PEREGRINE,PERRY
PERMELIA,MELLY
PERMELIA,MILLY
PERMELIA,MELLIE
PERNETTA,NETTIE
PERSEPHONE,SEPH
PERSEPHONE,SEPHY
PETER,PETE
PETER,PATE
PETRONELLA,NELLIE
PHENEY,JOSEPHINE
PHERIBA,PHERBIA
PHERIBA,FERBIE
PHILADELPHIA,DELPHIA
PHILANDER,FIE
PHILETUS,LEET
PHILETUS,PHIL
PHILINDA,LINDA
PHILINDA,LYNN
PHILINDA,LINDY
PHILIP,PHIL
PHILIPINA,PHOEBE
PHILIPINA,PENIE
PHILLIP,PHIL
PHILLY,DELPHIA
PHILOMENA,MENAALMENA
PHOEBE,FIFI
PINCKNEY,PINK
PLEASANT,PLES
POCAHONTAS,POKEY
POSTHUMA,HUMEY
PRESCOTT,SCOTTY
PRESCOTT,SCOTT
PRESCOTT,PRES
PRISCILLA,PRISSY
PRISCILLA,CISSY
PRISCILLA,CILLA
PROVIDENCE,PROVY
PRUDENCE,PRUE
PRUDENCE,PRUDY
PRUDY,PRUDENCE
RACHEL,SHELLY
RAFAELA,RAFA
RAMONA,MONA
RANDOLPH,DOLPH
RANDOLPH,RANDY
RAPHAEL,RALPH
RAY,RAYMOND
RAYMOND,RAY
REBA,BECK
REBA,BECCA
REBECCA,BECK
REBECCA,BECCA
REBECCA,REBA
REBECCA,BECKY
REGGIE,REGINALD
REGGIE,REG
REGINA,REGGIE
REGINA,GINA
REGINALD,REGGIE
REGINALD,NALDO
REGINALD,REG
REGINALD,RENNY
RELIEF,LEAFA
REUBEN,RUBE
REYNOLD,REGINALD
RHODA,RODIE
RHODELLA,DELLA
RHYNA,RHYNIE
RICARDO,RICK
RICARDO,RICKY
RICH,DICK
RICH,RICK
RICHARD,DICK
RICHARD,DICKON
RICHARD,DICKIE
RICHARD,DICKY
RICHARD,RICK
RICHARD,RICH
RICHARD,RICKY
RICHARD,RICHIE
RICK,RICKY
RICKY,DICK
RICKY,RICH
ROBERT,HOB
ROBERT,HOBKIN
ROBERT,DOB
ROBERT,ROB
ROBERT,BOBBY
ROBERT,DOBBIN
ROBERT,BOB
ROBERTA,ROBBIE
ROBERTA,BERT
ROBERTA,BOBBIE
ROBERTA,BIRDIE
ROBERTA,BERTIE
RODERICK,ROD
RODERICK,ERICK
RODERICK,RICKIE
RODERICK,RODDY
RODGER,ROGE
RODGER,BOBBY
RODGER,HODGE
RODGER,ROD
RODGER,ROBBY
RODGER,RUPERT
RODGER,ROBIN
RODNEY,ROD
ROGER,ROGE
ROGER,BOBBY
ROGER,HODGE
ROGER,ROD
ROGER,ROBBY
ROGER,RUPERT
ROGER,ROBIN
ROLAND,ROLLO
ROLAND,LANNY
ROLAND,ORLANDO
ROLAND,ROLLY
RON,RONNIE
RON,RONNY
RONALD,NALDO
RONALD,RON
RONALD,RONNY
RONALD,RONNIE
RONNY,RONALD
ROSA,ROSE
ROSABEL,BELLE
ROSABEL,ROZ
ROSABEL,ROSA
ROSABEL,ROSE
ROSABELLA,BELLE
ROSABELLA,ROZ
ROSABELLA,ROSA
ROSABELLA,ROSE
ROSALINDA,LINDA
ROSALINDA,ROZ
ROSALINDA,ROSA
ROSALINDA,ROSE
ROSALYN,LINDA
ROSALYN,ROZ
ROSALYN,ROSA
ROSALYN,ROSE
ROSCOE,ROSS
ROSE,ROSIE
ROSEANN,ROSE
ROSEANN,ANN
ROSEANN,ROSIE
ROSEANN,ROZ
ROSEANNA,ROSE
ROSEANNA,ANN
ROSEANNA,ROSIE
ROSEANNA,ROZ
ROSEANNE,ANN
ROSINA,SINA
ROXANE,ROX
ROXANE,ROXIE
ROXANNA,ROXIE
ROXANNA,ROSE
ROXANNA,ANN
ROXANNE,ROXIE
ROXANNE,ROSE
ROXANNE,ANN
RUDOLPH,DOLPH
RUDOLPH,RUDY
RUDOLPH,OLPH
RUDOLPH,ROLF
RUDOLPHUS,DOLPH
RUDOLPHUS,RUDY
RUDOLPHUS,OLPH
RUDOLPHUS,ROLF
RUSSELL,RUSS
RUSSELL,RUSTY
RYAN,RY
SABRINA,BRINA
SAFIEEL,SAFIE
SALOME,LOOMIE
SALVADOR,SAL
SAMANTHA,SAMMY
SAMANTHA,SAM
SAMANTHA,MANTHA
SAMMY,SAMUEL
SAMPSON,SAM
SAMSON,SAM
SAMUEL,SAMMY
SAMUEL,SAM
SAMYRA,MYRA
SANDRA,SANDY
SANDRA,CASSANDRA
SANDY,SANDRA
SANFORD,SANDY
SARAH,SALLY
SARAH,SADIE
SARILLA,SILLA
SAVANNAH,VANNIE
SAVANNAH,ANNA
SCOTT,SCOTTY
